DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime	Week
2018-04-10 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819330	3
2018-04-10 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819333	3
2018-04-10 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819336	3
2018-04-10 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819339	3
2018-04-10 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819342	3
2018-04-10 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	949.4680000000001	2021-12-17 17:06:44.819346	3
2018-04-10 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1190.3	2018-05-02 09:01:18	3
2018-04-10 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1177.2	2018-05-02 09:01:18	3
2018-04-10 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1167.8	2018-05-02 09:01:18	3
2018-04-10 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1147.7	2018-05-02 09:01:18	3
2018-04-10 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1161.6	2018-05-02 09:01:18	3
2018-04-10 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1131.3	2018-05-02 09:01:18	3
2018-04-10 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1115.0	2018-05-02 09:01:18	3
2018-04-10 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1083.9	2018-05-02 09:01:18	3
2018-04-10 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1059.7	2018-05-02 09:01:18	3
2018-04-10 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1044.0	2018-05-02 09:01:18	3
2018-04-10 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1033.7	2018-05-02 09:01:18	3
2018-04-10 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1051.2	2018-05-02 09:01:18	3
2018-04-10 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1082.1	2018-05-02 09:01:18	3
2018-04-10 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	996.2	2018-05-02 09:01:18	3
2018-04-10 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	901.4	2018-05-02 09:01:18	3
2018-04-10 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	851.4	2018-05-02 09:01:18	3
2018-04-10 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	821.7	2018-05-02 09:01:18	3
2018-04-10 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	810.7	2018-05-02 09:01:18	3
2018-04-11 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	812.4	2018-05-02 09:01:18	3
2018-04-11 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	818.4	2018-05-02 09:01:18	3
2018-04-11 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	851.9	2018-05-02 09:01:18	3
2018-04-11 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	943.0	2018-05-02 09:01:18	3
2018-04-11 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1063.3	2018-05-02 09:01:18	3
2018-04-11 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1144.6	2018-05-02 08:46:13	3
2018-04-11 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1156.6	2018-05-02 08:46:13	3
2018-04-11 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1133.3	2018-05-02 08:46:13	3
2018-04-11 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1114.5	2018-05-02 08:46:13	3
2018-04-11 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1091.5	2018-05-02 08:46:13	3
2018-04-11 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1107.2	2018-05-02 08:46:13	3
2018-04-11 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1089.5	2018-05-02 08:46:13	3
2018-04-11 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1079.5	2018-05-02 08:46:13	3
2018-04-11 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1051.9	2018-05-02 08:46:13	3
2018-04-11 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1033.9	2018-05-02 08:46:13	3
2018-04-11 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1024.8	2018-05-02 08:46:13	3
2018-04-11 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1015.8	2018-05-02 08:46:13	3
2018-04-11 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1028.3	2018-05-02 08:46:13	3
2018-04-11 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1067.0	2018-05-02 08:46:13	3
2018-04-11 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	976.7	2018-05-02 08:46:13	3
2018-04-11 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	883.3	2018-05-02 08:46:13	3
2018-04-11 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	839.8	2018-05-02 08:46:13	3
2018-04-11 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	818.7	2018-05-02 08:46:13	3
2018-04-11 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	809.4	2018-05-02 08:46:13	3
2018-04-12 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	807.6	2018-05-02 08:46:14	3
2018-04-12 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	812.3	2018-05-02 08:46:14	3
2018-04-12 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	851.1	2018-05-02 08:46:14	3
2018-04-12 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	941.1	2018-05-02 08:46:14	3
2018-04-12 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1066.5	2018-05-02 08:46:14	3
2018-04-12 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1156.3	2018-05-02 08:46:14	3
2018-04-12 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1169.6	2018-05-02 08:46:14	3
2018-04-12 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1140.4	2018-05-02 08:46:14	3
2018-04-12 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1124.0	2018-05-02 08:46:14	3
2018-04-12 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1099.6	2018-05-02 08:46:14	3
2018-04-12 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1118.6	2018-05-02 08:46:14	3
2018-04-12 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1102.8	2018-05-02 08:46:14	3
2018-04-12 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1089.1	2018-05-02 08:46:14	3
2018-04-12 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1058.9	2018-05-02 08:46:14	3
2018-04-12 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1035.2	2018-05-02 08:46:14	3
2018-04-12 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1027.8	2018-05-02 08:46:14	3
2018-04-12 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1013.8	2018-05-02 08:46:14	3
2018-04-12 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1029.6	2018-05-02 08:46:14	3
2018-04-12 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1068.6	2018-05-02 08:46:14	3
2018-04-12 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	991.8	2018-05-02 08:46:14	3
2018-04-12 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	902.6	2018-04-30 15:46:09	3
2018-04-12 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	853.9	2018-04-30 15:46:09	3
2018-04-12 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	828.6	2018-04-30 15:46:09	3
2018-04-12 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	815.6	2018-04-30 15:46:09	3
2018-04-13 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	811.5	2018-04-30 15:46:09	3
2018-04-13 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	817.5	2018-04-30 15:46:09	3
2018-04-13 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	854.5	2018-04-30 15:46:09	3
2018-04-13 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	943.4	2018-04-30 15:46:09	3
2018-04-13 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1059.5	2018-04-30 15:46:09	3
2018-04-13 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1142.1	2018-04-30 15:46:09	3
2018-04-13 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1162.5	2018-04-30 15:31:21	3
2018-04-13 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1135.2	2018-04-30 15:31:21	3
2018-04-13 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1119.7	2018-04-30 15:46:09	3
2018-04-13 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1097.4	2018-04-30 15:31:21	3
2018-04-13 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1111.4	2018-04-30 15:31:21	3
2018-04-13 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1084.0	2018-04-30 15:46:09	3
2018-04-13 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1065.1	2018-04-30 15:31:21	3
2018-04-13 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1030.4	2018-04-30 15:46:09	3
2018-04-13 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1012.6	2018-04-30 15:46:09	3
2018-04-13 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	999.0	2018-04-30 15:46:09	3
2018-04-13 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	984.7	2018-04-30 15:46:09	3
2018-04-13 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	991.1	2018-04-30 15:31:21	3
2018-04-13 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1023.4	2018-04-30 15:31:21	3
2018-04-13 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	954.5	2018-04-30 15:46:09	3
2018-04-13 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	870.2	2018-04-30 15:46:09	3
2018-04-13 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	819.2	2018-04-30 15:31:21	3
2018-04-13 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	787.0	2018-04-30 15:46:09	3
2018-04-13 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	769.8	2018-04-30 15:46:09	3
2018-04-14 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	760.8	2018-04-30 15:46:11	3
2018-04-14 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	757.7	2018-04-30 15:46:11	3
2018-04-14 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	765.5	2018-04-30 15:31:14	3
2018-04-14 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	774.6	2018-04-30 15:31:14	3
2018-04-14 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	828.1	2018-04-30 15:31:14	3
2018-04-14 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	893.0	2018-04-30 15:31:14	3
2018-04-14 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	941.7	2018-04-30 15:46:11	3
2018-04-14 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	944.1	2018-04-30 15:46:11	3
2018-04-14 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	922.7	2018-04-30 15:46:11	3
2018-04-14 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	908.1	2018-04-30 15:46:11	3
2018-04-14 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	893.0	2018-04-30 15:46:11	3
2018-04-14 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	882.0	2018-04-30 15:46:11	3
2018-04-14 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	863.1	2018-04-30 15:31:14	3
2018-04-14 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	860.5	2018-04-30 15:31:14	3
2018-04-14 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	863.1	2018-04-30 15:31:14	3
2018-04-14 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	866.0	2018-04-30 15:46:11	3
2018-04-14 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	870.7	2018-04-30 15:31:14	3
2018-04-14 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	880.0	2018-04-30 15:31:14	3
2018-04-14 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	931.8	2018-04-30 15:46:11	3
2018-04-14 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	879.3	2018-04-30 15:31:14	3
2018-04-14 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	807.1	2018-04-30 15:46:11	3
2018-04-14 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	759.8	2018-04-30 15:46:11	3
2018-04-14 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	735.5	2018-04-30 15:46:11	3
2018-04-14 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	720.5	2018-04-30 15:46:11	3
2018-04-15 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	712.7	2018-04-30 15:31:10	3
2018-04-15 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	713.6	2018-04-30 15:46:11	3
2018-04-15 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	716.3	2018-04-30 15:31:10	3
2018-04-15 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	711.4	2018-04-30 15:46:11	3
2018-04-15 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	755.3	2018-04-30 15:46:11	3
2018-04-15 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	817.6	2018-04-30 15:31:10	3
2018-04-15 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	874.9	2018-04-30 15:31:10	3
2018-04-15 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	896.9	2018-04-30 15:31:10	3
2018-04-15 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	887.3	2018-04-30 15:31:10	3
2018-04-15 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	880.0	2018-04-30 15:31:10	3
2018-04-15 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	876.8	2018-04-30 15:31:10	3
2018-04-15 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	867.9	2018-04-30 15:46:11	3
2018-04-15 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	864.0	2018-04-30 15:31:10	3
2018-04-15 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	858.7	2018-04-30 15:31:10	3
2018-04-15 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	868.9	2018-04-30 15:31:10	3
2018-04-15 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	876.9	2018-04-30 15:31:10	3
2018-04-15 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	898.6	2018-04-30 15:46:11	3
2018-04-15 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	909.7	2018-04-30 15:46:11	3
2018-04-15 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	945.4	2018-04-30 15:31:10	3
2018-04-15 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	879.7	2018-04-30 15:31:10	3
2018-04-15 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	799.8	2018-04-30 15:31:10	3
2018-04-15 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	747.9	2018-04-30 15:31:10	3
2018-04-15 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	723.6	2018-04-30 15:31:10	3
2018-04-15 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	708.9	2018-04-30 15:31:10	3
2018-04-16 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	706.1	2018-04-30 15:31:10	4
2018-04-16 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	716.0	2018-04-30 15:31:10	4
2018-04-16 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	748.4	2018-04-30 15:31:10	4
2018-04-16 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	841.7	2018-04-30 15:31:10	4
2018-04-16 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	980.4	2018-04-30 15:01:14	4
2018-04-16 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1094.7	2018-04-30 15:01:14	4
2018-04-16 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1126.2	2018-04-30 15:01:14	4
2018-04-16 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1116.1	2018-04-30 15:01:14	4
2018-04-16 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1099.3	2018-04-30 15:01:14	4
2018-04-16 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1081.2	2018-04-30 15:01:14	4
2018-04-16 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1098.1	2018-04-30 15:01:14	4
2018-04-16 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1076.7	2018-04-30 15:01:14	4
2018-04-16 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1060.0	2018-04-30 15:01:14	4
2018-04-16 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1029.8	2018-04-30 15:01:14	4
2018-04-16 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1001.6	2018-04-30 15:01:14	4
2018-04-16 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	980.8	2018-04-30 15:01:14	4
2018-04-16 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	968.6	2018-04-30 15:01:14	4
2018-04-16 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	966.7	2018-04-30 15:01:14	4
2018-04-16 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	993.0	2018-04-30 15:01:14	4
2018-04-16 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	916.5	2018-04-30 15:01:14	4
2018-04-16 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	815.7	2018-04-30 15:01:14	4
2018-04-16 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	765.9	2018-04-30 15:01:14	4
2018-04-16 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	742.6	2018-04-30 15:01:14	4
2018-04-16 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	730.0	2018-04-30 15:01:14	4
2018-04-17 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	721.8	2018-04-30 14:31:12	4
2018-04-17 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	729.7	2018-04-30 14:31:12	4
2018-04-17 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	761.6	2018-04-30 14:31:12	4
2018-04-17 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	855.9	2018-04-30 13:46:03	4
2018-04-17 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	995.4	2018-04-30 13:46:03	4
2018-04-17 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1099.2	2018-04-30 13:46:03	4
2018-04-17 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1143.6	2018-04-30 13:46:03	4
2018-04-17 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1139.9	2018-04-30 13:46:03	4
2018-04-17 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1135.0	2018-04-30 13:46:03	4
2018-04-17 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1121.2	2018-04-30 13:46:03	4
2018-04-17 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1137.4	2018-04-30 13:46:03	4
2018-04-17 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1122.2	2018-04-30 13:46:03	4
2018-04-17 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1113.3	2018-04-30 13:46:03	4
2018-04-17 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1076.5	2018-04-30 13:46:03	4
2018-04-17 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1043.7	2018-04-30 13:46:03	4
2018-04-17 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1028.0	2018-04-30 13:46:03	4
2018-04-17 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1011.7	2018-04-30 13:46:03	4
2018-04-17 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1009.5	2018-04-30 13:46:03	4
2018-04-17 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1030.9	2018-04-30 13:46:03	4
2018-04-17 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	946.6	2018-04-30 13:46:03	4
2018-04-17 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	851.4	2018-04-30 13:46:03	4
2018-04-17 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	795.6	2018-04-30 13:46:03	4
2018-04-17 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	769.4	2018-04-30 13:46:03	4
2018-04-17 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	748.2	2018-04-30 13:46:03	4
2018-04-18 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	744.3	2018-04-30 13:46:03	4
2018-04-18 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	753.3	2018-04-30 13:46:03	4
2018-04-18 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	784.0	2018-04-30 13:46:03	4
2018-04-18 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	877.5	2018-04-30 13:46:03	4
2018-04-18 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1010.7	2018-04-30 13:46:03	4
2018-04-18 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1119.0	2018-04-30 13:46:03	4
2018-04-18 06:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1158.0	2018-04-30 13:46:03	4
2018-04-18 07:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1150.0	2018-04-30 13:46:03	4
2018-04-18 08:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1132.9	2018-04-30 13:46:03	4
2018-04-18 09:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1097.7	2018-04-30 13:46:03	4
2018-04-18 10:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1112.3	2018-04-30 13:46:03	4
2018-04-18 11:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1086.3	2018-04-30 13:46:03	4
2018-04-18 12:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1078.4	2018-04-30 13:46:03	4
2018-04-18 13:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1040.1	2018-04-30 13:46:03	4
2018-04-18 14:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1016.7	2018-04-30 13:46:03	4
2018-04-18 15:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1015.0	2018-04-30 13:46:03	4
2018-04-18 16:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1002.3	2018-04-30 13:46:03	4
2018-04-18 17:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	999.5	2018-04-30 13:46:03	4
2018-04-18 18:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1011.9	2018-04-30 13:46:03	4
2018-04-18 19:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	941.5	2018-04-30 13:31:18	4
2018-04-18 20:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	840.9	2018-04-30 13:31:18	4
2018-04-18 21:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	782.9	2018-04-30 13:31:18	4
2018-04-18 22:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	757.4	2018-04-30 13:31:18	4
2018-04-18 23:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	738.5	2018-04-30 13:31:18	4
2018-04-19 00:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	734.7	2018-04-30 13:31:13	4
2018-04-19 01:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	741.9	2018-04-30 13:31:13	4
2018-04-19 02:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	767.1	2018-04-30 13:31:13	4
2018-04-19 03:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	865.3	2018-04-30 13:31:13	4
2018-04-19 04:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1000.4	2018-04-30 13:31:13	4
2018-04-19 05:00:00	PT60M	10Y1001A1001A39I	CTA	EE CTA	EE	1112.6	2018-04-30 13:31:13	4
