DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalLoadValue	UpdateTime
2018-08-01 00:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5474.1	2018-10-11 05:16:09
2018-08-01 01:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5308.4	2018-10-11 05:16:09
2018-08-01 02:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5387.5	2018-10-11 05:16:09
2018-08-01 03:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5781.7	2018-10-11 05:16:09
2018-08-01 04:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6746.8	2018-10-11 05:16:09
2018-08-01 05:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7621.8	2018-10-11 05:16:09
2018-08-01 06:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7963.5	2018-10-11 05:16:09
2018-08-01 07:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8049.5	2018-10-11 05:16:09
2018-08-01 08:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8080.8	2018-10-11 05:16:09
2018-08-01 09:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8217.2	2018-10-11 05:16:09
2018-08-01 10:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8018.3	2018-10-11 05:16:09
2018-08-01 11:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	8042.8	2018-10-11 05:16:09
2018-08-01 12:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7975.6	2018-10-11 05:16:09
2018-08-01 13:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7939.0	2018-10-11 05:16:09
2018-08-01 14:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7992.2	2018-10-11 05:16:09
2018-08-01 15:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7931.9	2018-10-11 05:16:09
2018-08-01 16:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7889.5	2018-10-11 05:16:09
2018-08-01 17:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7491.2	2018-10-11 05:16:09
2018-08-01 18:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7299.8	2018-10-11 05:16:09
2018-08-01 19:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	7082.7	2018-10-11 05:16:09
2018-08-01 20:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6787.7	2018-10-11 05:16:09
2018-08-01 21:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	6251.8	2018-10-11 05:16:09
2018-08-01 22:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5927.8	2018-10-11 05:16:09
2018-08-01 23:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5594.6	2018-10-11 05:16:09
2018-08-02 00:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5437.3	2018-10-11 05:16:13
2018-08-02 01:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5377.2	2018-10-11 05:16:13
2018-08-02 02:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5492.3	2018-10-11 05:16:13
2018-08-02 03:00:00	PT15M	10YAT-APG------L	CTA	AT CTA	AT	5931.3	2018-10-11 05:16:13
